dialogue,classification,translation
"ahun =an h_ine a= yupi eun,",ainu,"I went inside, and to my brother"
"sorekus nea wenkur okkaypo earkinne ison, cikasnukar wa,",ainu,"that poor youngster became very good at hunting, and was well protected by the Kamui,"
a= uk ka somo ki kusu,ainu,I cannot receive them.
"sorekusu a= eramuanka.""",ainu,Don’t forget it!”
tapne kane ne ora kanna kamuy ...,ainu,"for this and this reason, to the God of Lightning,"
V os soyene =an,ainu,And I also went outside.
kotan kor kur soyke ta ek =an ruwe ne V,ainu,I actually came to the gateway of the village chief’s house.
"sorekusu a= turesi siknu wa a= nukar siri ene an.""",ainu,"we are able to live and see our younger sister,"""
"oar isam h_ine,",ainu,and he was gone.
"akusu orowa suy,",ainu,Then again:
orano kotan kor utar ikoytupa pa.,ainu,"When a villager was in trouble,"
"i= kocaranke hawe ne kusu, hosipi =an w_a",ainu,"it argued with me, so I’ll return and"
"kakkok hosipi akusu,",ainu,"When the cuckoo flew away,"
"situriri =an w_a yaysinire =an ruwe ne wa,",ainu,stretched my body and had some rest.
"sekor hawean =an akus,",ainu,I said.
"makan okay pe puyar kari soy a= o,",ainu,"some things they carried out from the window, and"
"tapne ne hi somo a= ye no,",ainu,"If not I tell the details,"
"sorekus_ a= eykoytupa p po ne a korka,",ainu,"of course, what we wanted is children."
sekor hawean =an kor ahun =an.,ainu,"I said as I entered,"
"ora okake anakne a= unuutari opitta a= ronnu wa,",ainu,"Everyone else, including our parents, had been killed."
"sekor kane hawoka kor,",ainu,They said.
V ray he ne ya,ainu,Was I dead?
"nea sine cise imakakehe ekimne wa inne kotan an siri a= nukar kor_,",ainu,I could see a bustling village near the mountain behind the house.
V ene itak h_i,ainu,he said
"soy ta an usi KARA usi oro wa, a= tuypa wa",ainu,I cut [pieces] from [the meat] in the usual place [where I kept it] outside and
pon a= yupi an poro a= yupi an.,ainu,I had a small older brother and a big older brother.
V sapanpe,ainu,Sapaunpe
i= koterke ora suy arpa ranke kor oka =an.,ainu,"he jumped up on me and then he would go ahead, repeating this."
"""tapne kane ne ruwe ne."" sekor",ainu,"""This and this is why,"" (he said)"
"osi a= e SITARI ki kor oka =an ayne ora,",ainu,"we ate after them, but shortly"
"a= tura kane i= tura kane wa,",ainu,"I went together with him, he went together with me."
"nina ne ya ki oraun,",ainu,and she went and gathered firewood.
ikiankunak wen puri a= kor pe ne kus,ainu,"Children, you must never have bad thoughts"
cisekonnispa hopuni hine ewonne a ewonne a.,ainu,"The head of the household woke up, washed his face well,"
"sekor *ae ... a= e= hawekoyki nankor,",ainu,You will be probably scolded [like this].
"pirka h_ike a= e kor,",ainu,I ate good food.
"""na neno wentarap =an na."" a= ye ruwe ne akus,",ainu,"When I told my husband, ""I saw the same dream again,"""
rura a rura a wa orowa,ainu,"He carried [and] carried [the goods], then"
inawcipa or_ ta arpa =an w_a inkar =an akusu,ainu,went to the altar with inaw - whittled prayer sticks and I looked around.
konto pakkay =an wa utura =an wa Yupet ta paye =an SITARI.,ainu,"I carried our child on my back, and went to Yupet together (with my wife)."
“wao kamuy V tutko rerko V i= kosini yan,ainu,"“The Green Pigeon God, rest at my place for two or three days,"
"sekor hawean =an kor paraparak =an akus_,",ainu,I cried.
"mata ka ki p ne wa,",ainu,even in the winter.
"sorekus itak =an pe ne kusu,",ainu,I was now able to speak.
"""sorekusu a= wenonaha kor wen puri an kusu,",ainu,"""The bad father did bad things, so"
ika aynu a= pa.,ainu,"Somehow, I had to find a human."
"nep ka a= e ka somo ki p kusu,",ainu,"I never ate anything (such as humans), so"
"ne toho ta tokes esoyne aynu hum as kusu,",ainu,"On that day in the evening, we heard the sounds of people’s voices outside"
yan =an w_a nani,ainu,I landed and immediately
wenno wenno i= koonkami,ainu,[The village chief] rudely greeted us.
"""tap neno tap neno payoka =an kor sirhanke p ne.""",ainu,"“If we go this way, this is the shortest route,”"
neno a= anu wa an ruwe ne”,ainu,I left [all] as it was.”
"“ne, hempara ka arpa =an w_a",ainu,Someday I’ll go and
"a= unuhu retar katak sinep, kunne katak sinep i= kore wa ek wa,",ainu,my mother brought me one white clew and one black clew.
"ene a= kor okkaypo pirka kar pe somo ney ta an kor a= i= ere pa wa ki yan.""",ainu,"Please let us eat the prey that you catch forever."""
tun eci= ne kus ki wa a= e= kore nankor.,ainu,"You are [two brothers], so I will do it like this and give them to you."
"wor a= omare wa a= huraye wa,",ainu,and I put them in water and washed.
"sekor haweoka =an kor,",ainu,I said.
"""rawomap sekor a= ye p ne.""",ainu,"“This is a Rawomap”, (a device to catch fish, so that if they enter it, they won’t be able to get out),"
"ekimne =an kor ...a= yuputari a= tura ekimne =an kor,",ainu,"When I went to the mountains with the older brothers,"
"w_a ayne, poro, poro hekaci ne an pe a= ne kusu",ainu,"And finally, as I became a big boy,"
"etuhu karkar kor ipe ruwe ne hine,",ainu,Grandmother expressed gratitude by scratching below her nose and ate her meal.
"kusu ne pet turasi arpa =an, akusu",ainu,"I went upstream along this river, then"
"nay or un wakkata =an yakka kusawawa(?) wen kikir oka wa a= sitoma p ne kusu,",ainu,"If one fetches water from the stream, there are many scary insects,"
"os nea iyupne noyne an horkew suy arpa hine ukoyki kor paye p haw as akusu,",ainu,and then a wolf that seemed to be an older brother (of the pup’s) went and was howling while fighting.
ne kotan kor kur oro un a= i= sirepakasnu,ainu,I was shown the way to the place of the village chief
"V u ne ruwe ne na.""",ainu,"It will be the case [that we eat together]."""
V tane anakne,ainu,Now
"puyar kari, puyar corpok ta,",ainu,"through the window, under the window"
V tokap hene,ainu,through the day
"pet or un hoyupu wa arpa akusu,",ainu,went jumping to the river.
"neno e= iki wa oraun konam tum icen poronno a= rura wa a= ari ruwe ne kus ka,",ainu,"you do that. And I have put lots of money in the fallen leaves, so"
poro kamuy seturuhu i= tutanure wa a wa an ruwe a= nukar kusu,ainu,"As I saw that a big bear was sitting with his back to me,"
V1 u pase kamuy,ainu,"a big god,"
"earkinne a= eyaykopuntek pekor iki =an pe ne kusu,",ainu,"I was acting so happy,"
V sasuy un cise,ainu,a house that had sasui on it.
"apunno nuwap =an ruwe ne akus_,",ainu,My child was born safely;
"ora ene ne hi an.""",ainu,"How should I deal with it now?"""
kuneywa sir? hopuni =an w_a,ainu,"Next morning, I got up and"
"""a= kor wenkur okkaypo a= uni ta a= anu wa a= sikaoykire kusu ne",ainu,“I am thinking of keeping the young poor man here to take care of me.
sekor hawean pe ne kusu,ainu,"As he really said [that],"
"sikehe kasi wa hemanta sanke hine,",ainu,took something out from the top of the package.
"orano a= kor huci onne korka sikihi pirka p ne kusu,",ainu,"Grandmother was old, but her eyes were good."
"konto pon a= yupi ka asinuma ka poro =an ruwe ne akus, konto,",ainu,"Before long, when my brother and I had reached a marriageable age,"
"sekor, kotan kor kur hawean awa,",ainu,Said the village chief.
"topattumi kuni p poronno *ek ... arki wa,",ainu,many people who were expected to make a night raid came.
"apa maka hine oro ta ahun =an akusu,",ainu,"When he opened the door and I entered,"
V3 ki kor,ainu,staying
sironuman okkaypo ka tun *un ouk ...,ainu,early in the evening two men
"ane kem hekote a= turi ruwe ne kusu ray ruwe ne hi kusu,",ainu,I moved the thin needle toward the little demon and he died.
"poro a= yupi ... pon a= yupi ka ihoppa okake ta,",ainu,"After my first older brother .. and my younger older brother left this world,"
"nea wenkur tusir oro oasin a= ukokopasrota kor oraun,",ainu,the poor young man in the grave was able to escape. He was sworn by everyone.
tunasno ciyehe *a=e...,ainu,"quickly, his wee-wee…."
"sekor kane ne a= onaha ne yak ye p hawean kor,",ainu,That person who was [supposed to be] my father said this and then
"suke wa ipe =an ciki ora neno oka =an pe ne na.""",ainu,cook dinner and eat. Let’s stay where we are.”
"isitoma =an pe ne kusu,",ainu,"I was scared,"
"SOKONI JIBUN NO KODOMORAMO OKUSANMO OYAMO OITE,",ainu,My children and my wife lived there.
toma ka sinep ka isam.,ainu,There wasn’t even a single straw mat.
"sekor e= hawan kor ki yakne,",ainu,"if you tell them,"
"ora a= etun pa hine,",ainu,and I married them.
"a= onaha ne yak a= ye kor orano,",ainu,"so I spent the days calling him “father""."
sekor haweoka kor yaykopuyarseske yaykoapaseske pa ruwe ne hine ora.,ainu,they said and closed the windows and doors.
"kusu ran =[an] w_a ukor =an ruwe ne korka,",ainu,So I descended [from heaven] and we married. However
a= se hine kotan or_ ta hosipi =an.,ainu,and carried it back to the village.
ineapkusta,ainu,"Oh,"
"nep ne ruwe ne ya muye a= kar wa,",ainu,[but I have memories of] taking things bundled
"a= ponmaci anakne tekehe kere siri isam no ki rapokkehe,",ainu,"My second wife stopped touching the child, and in time"
ora eci= unu turano Iskar emko ta topattumi or_ ta paye =an korka ...,ainu,"I had to go with your mother to the place of topattumi-raid at upstream Iskar, but"
"arpa =an uturu tuyma h_i kusu simusiska =an akusu,",ainu,"I hadn’t been for a while. When I coughed,"
V1 u sonno poka,ainu,there really was
"hinaoka h_ike urapokkari siri isam no iki pa rok ayne,",ainu,not one of them fell on bad times.
"hawoka kor orano cis rok cis rok pa hine oraun,",ainu,"they said, and both of them continued crying."
ku a= se wa ekimne arpa =an w_a inkar =an akusu,ainu,"I [decided to] try to go to the mountains, carrying a bow on my back."
pakno e= an ruwe ne.,ainu,And you’ve grown this much.
"nep a= nukar ka somo ki korka,",ainu,so there was nothing to see.
"sorekusu Yupet putu un utar sinep ka a= siknure somo ki no,",ainu,"the men of the Yupet estuary, I didn’t let a single one live,"
pakno nispa isam nispa a= ne.,ainu,I became an elder matched by no other.
“a= korpa p ne yakka menoko suwe kor,ainu,When [my wife] cooked [from] what we had
"tane sirankes pe ne kus_ sikittektek h_ine isam h_ine,",ainu,"It was almost dawn, so he turned around and left."
cise soy ka pirkano a= kar.,ainu,She was tidying up around her house.
ne menokopo sini ka somo ki no,ainu,"the young woman didn’t rest,"
V,ainu,--
"a= kotanu ta sake an h_ine,",ainu,(Once) there was a banquet at my village.
"a= se aep ki kor ki ruwe ne hine oka =an ruwe ne akus,",ainu,"They were thankful for the food I had carried up. Then,"
"nen poka pon menoko a= siknure kus ne kus.""",ainu,"Somehow I will revive this girl,"""
"sorekusu poro kampi poro tunci cip or_ ta oka ruwe ne kusu,",ainu,the large official and the large interpreter were in the boat.
arke cikuy pas a= kuste apekor an pe an w_a,ainu,and whose other half seemed to be covered with crushed ashes.【1】
"ape etok ta a =an kuni ne siran akusu,",ainu,"and since it appeared that I was to sit at the seat of honor at the hearth,"
V ohor pe ne kor,ainu,After it had been there for a while
"asin nituypa ru, poronno an w_a",ainu,there were many new stumps.
"ciruskocupu, menoko kat anak kor pe ne korka,",ainu,"It was covered in hair, but had the appearance of a woman."
"sirsak kor orano newaoka parka ta oka,",ainu,"When summer came, [I took what] was on the shelves,"
"nea hayokpehe oposo ru anakne,",ainu,"When I saw that what covered her had fallen off,"
"sorekusu nea a= turesi ne yakka kopasrota,",ainu,and started shouting at my sister.
wenno wenno munnuwe,ainu,[The housewife] negligently swept away the rubbish
orano nupuri kor kamuy ne yakka sorekusu a= nomi.,ainu,"From then on, I prayed to the bear kamui."
"hat poronno okay pe ne kusu,",ainu,There were many grapes and
"sekor hawean =an kor ekimne =an h_ine iwak =an akusu,",ainu,"I said. When I went and came back from the mountains,"
"nani a= hok a= okkaypo utar sinnatoye? cise a= kar h_ine,",ainu,"I immediately built a separate house for the youngsters I had hired,"
"ani yayturasinot pe,",ainu,so you could play with it alone.
"hosipi =an rusuy kusu, hosipi =an kusu ne na,",ainu,"I’ll return [to my homeland = to heaven], because I want to return."
"a= unuhu ka onne wa isam korka,",ainu,"our mother grew old and died. However,"
"hopunpa, nep kar pa yakka nep supa pa yakka ki pa hi a= nu kor an =an a p,",ainu,"and no matter what she made or what she cooked, it all flew away I heard."
pon a= poho nen ka a= sitoma p ne.,ainu,There is something frightening about my youngest son.
"a= tura hine cise or_ ta paye =an ruwe ne kus,",ainu,I joined everyone and we went to his home.
ekimneno an w_a wose akusu,ainu,"[The other guys] stayed in the mountains. When [the guard] howled,"
ikiankunak a= poutari wen puri kor pa.,ainu,"So children, you must never have a bad heart."
"iramepakari hine somo Kuttarusi ta hene arpa =an wa,",ainu,"She thought for a moment, and [realized] I had gone to Kuttarusi,"
hunak wa ek hekaci e= ne ruwe an”,ainu,you are a boy who came from where?”
"nea pon a= yupihi a= turesi ewtanne wa, a ...",ainu,"small older brother became husband and wife with my younger sister,"
"mata a= e kuni p,",ainu,"[Grandmother would make] food for the winter,"
nep ka ye siri ka a= nukar kor an =an akusu,ainu,said something. I saw that. Then
te wano anakne,ainu,From that time on
puyar corpok ta arpa wa,ainu,went [down] under the window.
orano easir ki.,ainu,At last we led such a life.
"okkayo hekaci kor_ ruwe ne akusu, orano nea a= ona ene hawean h_i.",ainu,"When she had a boy, my father said,"
"mak ka ne hine tanto ne sap =an rusuy wa kusu,",ainu,"But today, we wanted to come down from the mountain."
"sekor hawoka kor sorekusu ki pa ruwe ne hine ora,",ainu,"While saying this, they worshiped me."
"poro a= yupi hoskino ihoppa wa, okake ta oka =an ayne pon a= yupihi ihoppa korka,",ainu,"My first older brother left this world first, and then my younger older brother died."
sorekus_ a= saha orano easir sorekusu mina tura isoytak.,ainu,Older sister joined in smiling.
"tori kane oka =an h_ine ora konto,",ainu,"After one night,"
aca ne i= kor pa. a= ekasihi sorekusu nunuke pa.,ainu,treated me as their uncle. They took very good care of my old man.
"konto cip ani a= e= kusa wa, e= ek kuni e= ye yak pirka na.'",ainu,"Ask them to send you by boat."""
"citarpe or sorekusu cikemekarpe pirka hike o p ne kusu,",ainu,"I found some nice clothes in a straw bag, so"
V pirkauheturaste,ainu,We got along very well.
"iteki i= kopayeoka no ki yak arpa =an ranke kusu ne kus.""",ainu,"Don’t come to see me. In turn, I will go to visit you,"""
sine menoko V kemeyki kor an V,ainu,Another woman was doing needlework.
i= cotca korka V,ainu,"He shot at me, but"
"ora eci= icarpa kotan epitta ki wa ne yakne,",ainu,"Then give offerings to the entire village,"
cisoynaraye V,ainu,went outside [and]
sekor yaynu =an w_a,ainu,I thought.
"nea a= unuhu an h_ine ene hawean h_i.""",ainu,"(The cat) appeared as the mother, and said,"
“*ae ... a= ekasihi tapne tapne itak kor,ainu,“My grandfather said so and so
"ni poronno sem or_ ta okay pe ne kus,",ainu,"There was lots of firewood in the shed,"
a= e humi anak isam pe ne akusu,ainu,there was really no taste [when] I ate [it].
