dialogue,classification,translation
U Tom u ong ba ngam dei ban iathuh ia ka Mary shaphang ka jingjia.,khasi,Tom said I shouldn't tell Mary about the accident.
Baroh ki ia rkhie ia ki.,khasi,Everybody laughed at them.
Baroh ki la ia rkhie ia ki.,khasi,Everybody laughed at them.
Phim tip ba u Tom u dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
Mem tip ba u Tom u dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
Pham tip ba u Tom u dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
Pham tip ba i Tom i dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
Phim tip ba i Tom i dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
Mem tip ba i Tom i dei nong-Canada?,khasi,Didn't you know that Tom was Canadian?
U Tom u don ka kamra thiah jong lajong.,khasi,Tom has his own bedroom.
"Lada phi leit khwai lashai, nga ruh, ngan leit.",khasi,"If you go fishing tomorrow, I'll go, too."
I ong ba im bunkam.,khasi,She said that she's not busy.
Ka ong ba kam bunkam.,khasi,She said that she's not busy.
Kaei kaba phi sngewtynnad tam shaphang ka kam ba hashwa jong phi?,khasi,What did you like the most about your previous job?
Kaei kaba pha sngewtynnad tam shaphang ka kam ba hashwa jong pha?,khasi,What did you like the most about your previous job?
Kaei kaba me sngewtynnad tam shaphang ka kam ba hashwa jong me?,khasi,What did you like the most about your previous job?
U khlem da leh bha ha ka test jong u.,khasi,He didn't do so well on his test.
I khlem da leh bha ha ka test jong i.,khasi,He didn't do so well on his test.
U ong ba u khlem la leh kaei kaei kaba long beain.,khasi,He said he did nothing illegal.
I ong ba i khlem la leh kaei kaei kaba long beain.,khasi,He said he did nothing illegal.
U ong ba u khlem la leh eiei kaba long beain.,khasi,He said he did nothing illegal.
I ong ba i khlem la leh eiei kaba long beain.,khasi,He said he did nothing illegal.
I Tom i pyrkhat ba phi lah ban sumar da lade ia lade.,khasi,Tom thinks that you can take care of yourself.
I Tom i pyrkhat ba phi lah ban sumar ia lade.,khasi,Tom thinks that you can take care of yourself.
U Tom u pyrkhat ba phi lah ban sumar da lade ia lade.,khasi,Tom thinks that you can take care of yourself.
U Tom u pyrkhat ba phi lah ban sumar ia lade.,khasi,Tom thinks that you can take care of yourself.
U Tom u mut ba phi lah ban sumar da lade ia lade.,khasi,Tom thinks that you can take care of yourself.
U Tom u mut ba phi lah ban sumar hi ia lade.,khasi,Tom thinks that you can take care of yourself.
Nga khlem iathuh ia baroh.,khasi,I didn't tell everyone.
Ngi ia sngewtynnad shibun iwei ia iwei.,khasi,We really like each other a lot.
Ki tip ba ki hap ban pan map.,khasi,They knew they had to apologize.
Ki tip ki hap ban pan map.,khasi,They knew they had to apologize.
Ngam tharai phi donkam ban iathuh ia u Tom balei phi leit sha Australia.,khasi,I don't think you need to tell Tom why you went to Australia.
U Tom u bam chips.,khasi,Tom is eating potato chips.
I Tom i bam chips.,khasi,Tom is eating potato chips.
Kano kaba thymmai tam?,khasi,Which is the newest one?
Ino iba thymmai tam?,khasi,Which is the newest one?
Uno uba thymmai tam?,khasi,Which is the newest one?
Nga kynmaw bha ia ka sngi ha kaba iaphi la kha.,khasi,Well do I remember the day you were born.
Thikna!,khasi,Definitely!
Chish!,khasi,Disgusting!
Shish!,khasi,Disgusting!
Chi!,khasi,Disgusting!
Shi!,khasi,Disgusting!
Phuit!,khasi,Disgusting!
Kynjing!,khasi,Disgusting!
Shong!,khasi,Stay!
Shathie.,khasi,Southward.
Sharum.,khasi,Southward.
Wut!,khasi,Faster!
Wutwut!,khasi,Faster!
Kloi!,khasi,Faster!
Kloikloi!,khasi,Faster!
Stet!,khasi,Faster!
Tiengeit!,khasi,Chicken!
Tiengpyut!,khasi,Chicken!
Sanjoit!,khasi,Gesundheit!
To.,khasi,Okay.
Toto.,khasi,Okay.
Biang.,khasi,Okay.
Mrad!,khasi,Asshole!
Ka eit!,khasi,Asshole!
Ther!,khasi,Attack!
Miaw!,khasi,Meow.
Peitthuh!,khasi,Learn!
Ko Trai!,khasi,Christ!
Ko Blei!,khasi,Christ!
Ko Jisu!,khasi,Christ!
Ong biang!,khasi,Repeat!
Sa shisien!,khasi,Repeat!
Pule.,khasi,Read.
Ni!,khasi,Ugh!
Uff!,khasi,Ugh!
Niiiii!,khasi,Ugh!
Hu!,khasi,Ugh!
Sdang.,khasi,Start.
Kylliang.,khasi,Alternate.
Bujli.,khasi,Alternate.
Kadei.,khasi,Understood.
Sngewthuh.,khasi,Understood.
Jubab.,khasi,Respond.
Leit suk!,khasi,Godspeed!
La wai!,khasi,Gosh!
Goi!,khasi,Gosh!
La goi!,khasi,Gosh!
Bong!,khasi,Gosh!
La bong!,khasi,Gosh!
Sngewthuh?,khasi,Understand?
Shu kyrmen!,khasi,Hopefully!
Donbok!,khasi,Hopefully!
Ade!,khasi,Bravo!
Udi!,khasi,Bravo!
Ish!,khasi,Bravo!
U Tom u lah kut jingmut lypa ba un ym pyrshang ban pynbha ia kato.,khasi,Tom has already decided he isn't going to try to fix that.
U Tom bad ka Mary ki dang dei shiparalok hadien ba ki la iakhlad.,khasi,Tom and Mary stayed friends after they broke up.
Nga tharai ba u Tom un lah ban leh ia kata lada u kwah shisha ban leh.,khasi,I think Tom would be able to do that if he really wanted to.
Wat sngap ia kaei kaba i pa jong phi i ong.,khasi,Don't pay any attention to what your father says.
U Tom u dei u briew uba ka Mary ka ialang.,khasi,Tom is the guy Mary is dating.
Nga kyndit thiah ba u ksew u jliah ia ka durkhmat nga.,khasi,I woke up to my Pug licking my face.
Phim kwah shisha ba ngan don hangne?,khasi,Do you really not want me here?
Nga tip ba u Tom u dei u khynnah uba bha.,khasi,I know that Tom is a really nice kid.
Wat kylli ianga ban iarap.,khasi,Don't ask me to help.
Nai kylli ianga ban iarap.,khasi,Don't ask me to help.
Nga khuslai shisha shaphang kaei kaba lah ban jia.,khasi,I'm really worried about what might happen.
U Tom u i kumba un ym lah ban jop.,khasi,Tom seemed to be unable to win.
U Tom u wan iakynduh ianga mynsnginyngkong.,khasi,Tom came to see me on Monday.
Ki dak Russia kim da eh than ia nga.,khasi,The Russian alphabet is not that difficult to me.
Ki dak Russia kim da eh ia nga.,khasi,The Russian alphabet is not that difficult to me.
U Tom u kham lait por ban ianga.,khasi,Tom has more free time than I do.
Nga la wanrah jingaisngewbha ia phi.,khasi,I've brought you a gift.
Khlem khot ia u.,khasi,He isn't invited.
U Tom bad Ka Mary ki ia kwah leit lang sha Boston.,khasi,Tom and Mary want to go to Boston together.
Kylli ia nonghikai.,khasi,Ask a teacher.
Kylli na nonghikai.,khasi,Ask a teacher.
Phi la iathuh ia u Tom ba u ksew jong u u la iap?,khasi,Have you told Tom that his dog died?
U dei u Tom uba pynhikai ianga ban lehkai Tennis.,khasi,Tom is the one who taught me how to play tennis.
U dei u Tom uba pynhikai ianga kumno ban lehkai Tennis.,khasi,Tom is the one who taught me how to play tennis.
U Tom u wan hangne mynnin ka miet.,khasi,Tom came here last night.
U Tom u wan hangne mynnin mynmiet.,khasi,Tom came here last night.
U Tom u dap pisa ban thied ia kaei kaba u donkam ban thied.,khasi,Tom had enough money to buy what he needed to buy.
Ngam ngeit shuh iano-iano.,khasi,I don't believe anyone anymore.
Lah jan lut u battery jongnga.,khasi,My battery is about to die.
Nga lah jan lut u battery.,khasi,My battery is about to die.
U battery jongnga u lah jan lut.,khasi,My battery is about to die.
Katno ka shim por ia u Tom ba un pule ia kane ka kot?,khasi,How long did it take Tom to read this book?
Ka shim por katno ia u Tom ba un pule kane ka kot?,khasi,How long did it take Tom to read this book?
Ka bam por katno ia u Tom ba un pule kane ka kot?,khasi,How long did it take Tom to read this book?
U Tom u la thlep biang.,khasi,Tom passed out again.
U Tom u la thlep sa shishien.,khasi,Tom passed out again.
Ka jingrymmuin jongka ka da dei ba shisha.,khasi,Her smile was genuine.
Ngam nud iathuh ia u kata.,khasi,I don't dare tell him such a thing.
"Katba kata ka briew ha ka rel ka la iohthah, ka khlieh jongka ka la noh.",khasi,"As the woman on the train dozed off, her head slumped."
Katno phi dei ban iaid?,khasi,How much should you walk?
U Tom um pat pyrkhat shaphang kata hasuhwa.,khasi,Tom had never thought of that before.
U Tom um pat mutdur ia kata hasuhwa.,khasi,Tom had never thought of that before.
"Namar ba ka Mary kam sngewkhlain, kan ym leh bad ngi ia kato.",khasi,"Since Mary isn't feeling well, she won't do that with us."
"Lada um bam bha, un sa iam.",khasi,"If he doesn't eat, he will cry."
Nga kwah ia kaei kaba u Tom u ju don.,khasi,I wanted what Tom had.
Nga dei khynnah pule hangne.,khasi,I'm a student here.
Iano de phi kynjah?,khasi,Who else do you miss?
Iano pat phi kynjah?,khasi,Who else do you miss?
Iano patde phi kynjah?,khasi,Who else do you miss?
Nga sarong ba i pa jongnga i long i ongshet iba triem.,khasi,I'm proud that my father is a good cook.
Ngam poi pyrkhat ban iohi ia u Tom ha Boston.,khasi,I didn't expect to see Tom in Boston.
U tip ba u la shah thok.,khasi,He knows he's been lied to.
U Tom u dem pyllup ha ka blanket.,khasi,Tom lay face down on the blanket.
U Tom u dem pyllup ha ka kumbor.,khasi,Tom lay face down on the blanket.
U Tom u ong ia ka Mary ba um ieid ia ka.,khasi,Tom told Mary that he didn't love her.
U Tom u iathuh ia ka Mary ba um ieid ia ka.,khasi,Tom told Mary that he didn't love her.
U Tom bad ka Mary ki la lah ban leh ia kaei kaba ki donkam ban leh.,khasi,Tom and Mary were able to do what they needed to do.
ka skul jongphi ka jngai na ka iing jongphi?,khasi,Is your school far away from your house?
Ka ong ba ka sngew kmen.,khasi,She said that she felt happy.
Wat pynieng ianga hangne.,khasi,Don't make me stand here.
Wat pynap ianga hangne.,khasi,Don't make me stand here.
Balei nga?,khasi,Why me of all people?
Balei ia nga?,khasi,Why me of all people?
Donbok ba phin ioh lad ban wan sha Australia.,khasi,I hope you get a chance to come to Australia.
Nga kyrmen ba phin ioh lad ban wan sha Australia.,khasi,I hope you get a chance to come to Australia.
Nga sngewtynnad ia kane ka restaurant.,khasi,I love this restaurant.
Nga dang pyrkhat ba u Tom un kwah ban leh.,khasi,I was hoping Tom would want to do that.
Nga dang mut ba u Tom un kwah ban leh.,khasi,I was hoping Tom would want to do that.
Nga dang kyrmen ba u Tom un kwah ban leh.,khasi,I was hoping Tom would want to do that.
Ia u Tom la lah ban shah rong.,khasi,Tom might've been abducted.
U Tom u lah tip lypa ba phin ym leh.,khasi,Tom already knows you aren't going to do that.
U Tom u khlem tip ba ka Mary ka don hangto?,khasi,Tom didn't know Mary was in there.
Nga la kular ia u Tom ba ngan leit sha Australia bad u.,khasi,I promised Tom I'd go to Australia with him.
Ngam tharai ba ngi la long pynkhreh ban ia mih noh.,khasi,I don't think we're ready to leave yet.
Kane harum kadei khyndiat na kaei ka jingkren u President.,khasi,The following is a summary of the President's speech.
Ka pynmong ianga ban kren shaphang jong u.,khasi,Talking about him only hurts me.
Ban kren shaphang jong u ka pynmong ianga.,khasi,Talking about him only hurts me.
Jan baroh kim ia tip ba ngi dei shipara.,khasi,Almost no one knows we're brothers.
Ngi ap ia kaei?,khasi,What are we waiting for?
Ngi ia ap ia kaei?,khasi,What are we waiting for?
U Ziri u la wanphai sha iing.,khasi,Ziri came back home.
Nga lah ap ia kum kane ba kan jia la slem.,khasi,I've been expecting something like this to happen for a long time.
Nga artatien ba u Tom un nang ba un kren bha ia ka French lano lano ruh.,khasi,I doubt that Tom will ever learn how to speak French properly.
Kane ka dei kata ka jaka kaba kata ka jingjia ka la jia.,khasi,This is the place where the incident happened.
Ki la pynkhuid ia u ior na ka lynti-iaid.,khasi,They cleared the pavement of snow.
U Dmitri u kawang maw ia ka Rima.,khasi,Dmitri threw stones at Rima.
U la thngan.,khasi,He was famished.
Nga khlem poi hangne lah lai snem.,khasi,I haven't been here in three years.
U Tom u lah pyrshang tharai.,khasi,Tom probably tried it.
Ka Mary ka ong ba ka iohi ia u Tom katba u dang ap bos mynne mynstep.,khasi,Mary said she saw Tom waiting for the bus this morning.
Ki lap jingeh aiu?,khasi,What problems did they run into?
Baroh ki tip ianga.,khasi,Everybody knows me.
Baroh ki ithuh ianga.,khasi,Everybody knows me.
Nga lah dei ban nym mih na Boston.,khasi,I should never have left Boston.
U Tom um sngewtynnad ban lehkai Poker.,khasi,Tom doesn't like to play poker.
U Ziri u kynriah na Bejaia sha Algiers saw snem mynshwa.,khasi,Ziri moved from Bejaia to Algiers four months ago.
U Tom u thong laiphew dollar ia ka Mary ba u lah ban leh ia kato.,khasi,Tom bet Mary thirty dollars that he could do that.
Ki ïa thaiñ ïa u shñiuh jong iwei iwei.,khasi,They braided each other's hair.
Ngan bunkam baroh shi sngi mynta.,khasi,I'll be busy all day today.
Wa ka khynnah! U la leit lehkai biang shabar khlem pynkhuid ïa ka kamra.,khasi,"Oh, that boy! He's gone out again to play without cleaning up his room."
Baroh kan shong halor kane.,khasi,Everything depends on this.
Nga artatien ba tang u Tom un tip ïa u number phone jong ka Mary.,khasi,I doubt that Tom is the only one that knows Mary's phone number.
Nga khie por saw baje man ka step bad ngam lah ban ïohthiah shuh.,khasi,I wake up at four in the morning every day and can’t go back to sleep.
"U Leon u don ha syndah ka kali, u kaweh ia la ki kti ha suiñ.",khasi,"Leon was next to the car, waving his hands in the air."
Kata ka dei ka jingkylli kaba biang ban kylli.,khasi,That's a good question to ask.
Kane ka class ka lah da dap.,khasi,This class is already full.
Kynther ka ktieh na ki juti.,khasi,Can you please clean the mud off your shoes?
Pynkhuid ka ïa ka ktieh na ki juti.,khasi,Can you please clean the mud off your shoes?
Phi donkam thinkna ban leh mynta.,khasi,You most certainly will need to do that now.
Ap shabar.,khasi,Go wait outside.
Khie ap shabar.,khasi,Go wait outside.
Leit ap shabar.,khasi,Go wait outside.
Um dei ka khynnah kynthei.,khasi,He's not a girl.
"Ba ngam dap pisa, ngan hap ban iaid khlem coat ha kane ka tlang.",khasi,"As I do not have enough money, I will have to do without a new coat this winter."
U Tom un ym leh lada phi phah ruh.,khasi,Tom won't do that even if you ask him.
U Tom u ithuh ia ki briew kiba kren ktien French.,khasi,Tom knows people who speak French.
Kam ngeit ba ka lah ban leh ia kato.,khasi,She doesn't believe she can do that.
Nga khlem iohi ia u Tom lah lai snem.,khasi,I haven't seen Tom for three years.
Kan nym jia shuh.,khasi,It'll never happen again.
U Tom un ym sngewtynnad ia kane.,khasi,Tom is not going to be happy about this.
U Tom un ym sngewtynnad shaphang kane.,khasi,Tom is not going to be happy about this.
Nga tip ba phi dang dom ianga.,khasi,I know you must still be mad at me.
Nga tip ba pha dang dom ianga.,khasi,I know you must still be mad at me.
Nga tip ba me dang dom ianga.,khasi,I know you must still be mad at me.
Ngan leit shatai ban kren ia u Tom.,khasi,I'm going to go over there and talk to Tom.
Ngam sngewthuh balei u Tom u lah kumto.,khasi,I never understood why Tom did that.
Katno mile phi iaid?,khasi,How many miles did you walk?
"U Tom u dih beer, bad ka Mary ka dih wine.",khasi,"Tom was drinking beer, and Mary was drinking wine."
Nga lehkai bad la ki khun.,khasi,I'm playing with my children.
Nga dang lehkai bad la ki khun.,khasi,I'm playing with my children.
Um tip kaei ba u kren.,khasi,He doesn't know what he's saying.
Im tip kaei ba i kren.,khasi,He doesn't know what he's saying.
